casualty_severity,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,obs_date,light_conditions,weather_conditions,urban_or_rural_area,road_surface_conditions,special_conditions_at_site,age_of_driver,sex_of_driver,vehicle_type
Fatal,Male,74,66 - 75,On pedestrian crossing facility,From drivers offside,2023-12-19T18:35:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,NA,-1,Not known,19
Serious,Female,18,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-03-23T07:40:00Z,Darkness - lights unlit,Fine no high winds,Urban,Dry,None,50,Male,9
Slight,Male,18,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-05-25T15:53:00Z,Daylight,Fine no high winds,Urban,Dry,None,41,Female,9
Serious,Female,80,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-02T13:11:00Z,Daylight,Fine no high winds,Urban,Dry,None,51,Female,9
Serious,Male,12,11 - 15,"In carriageway, crossing elsewhere",From drivers offside,2023-02-07T18:49:00Z,Darkness - lights lit,Fine no high winds,Rural,Dry,None,31,Male,9
Fatal,Male,82,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-02-13T18:10:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,40,Male,19
Slight,Male,2,0 - 5,"In carriageway, crossing elsewhere",Unknown or other,2023-06-30T14:00:00Z,Daylight,Fine no high winds,Rural,Dry,None,69,Male,9
Slight,Female,25,21 - 25,"In carriageway, crossing elsewhere",Unknown or other,2023-06-30T14:00:00Z,Daylight,Fine no high winds,Rural,Dry,None,69,Male,9
Serious,Male,61,56 - 65,On footway or verge,Unknown or other,2023-08-18T14:24:00Z,Daylight,Fine no high winds,Urban,Dry,None,53,Male,9
Fatal,Male,82,Over 75,Within 50m. of crossing,From drivers offside,2023-11-06T08:09:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,35,Female,9
Fatal,Female,28,26 - 35,Centre of carriageway without refuge,From drivers offside,2023-02-22T08:25:00Z,Daylight,Fine no high winds,Urban,Dry,None,25,Female,9
Serious,Male,40,36 - 45,On footway or verge,Unknown or other,2023-02-22T08:25:00Z,Daylight,Fine no high winds,Urban,Dry,None,25,Female,9
Slight,Female,22,21 - 25,On footway or verge,Unknown or other,2023-11-29T08:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Serious,Female,23,21 - 25,Unknown or other,Unknown or other,2023-06-04T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,19,Male,9
Serious,Male,28,26 - 35,Unknown or other,Unknown or other,2023-06-04T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,19,Male,9
Fatal,Female,62,56 - 65,"In carriageway, crossing elsewhere",From drivers nearside,2023-08-14T10:08:00Z,Daylight,Fine no high winds,Urban,Dry,None,33,Male,98
Slight,Female,67,66 - 75,On pedestrian crossing facility,From drivers nearside,2023-03-17T17:10:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,97
Fatal,Female,32,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-09T14:45:00Z,Daylight,Fine no high winds,Urban,Dry,None,66,Female,9
Serious,Female,86,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-10-22T15:12:00Z,Daylight,Fine no high winds,Urban,Dry,None,56,Male,9
Serious,Female,23,21 - 25,"In carriageway, crossing elsewhere",From offside masked by vehicle,2023-03-13T15:50:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Female,9
Serious,Male,53,46 - 55,Centre of carriageway without refuge,"In carriageway, stationary, masked",2023-06-16T15:30:00Z,Daylight,Fine no high winds,Urban,Dry,NA,38,Male,11
Fatal,Male,51,46 - 55,"In carriageway, not crossing",Unknown or other,2023-11-01T14:05:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,38,Male,11
Slight,Female,18,16 - 20,"In carriageway, crossing elsewhere",From drivers nearside,2023-07-20T17:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,38,Male,5
Fatal,Male,62,56 - 65,"In carriageway, not crossing",Walking back to traffic,2023-05-05T11:27:00Z,Daylight,Fine no high winds,Urban,Wet or damp,Roadworks,57,Male,90
Fatal,Female,46,46 - 55,"In carriageway, crossing elsewhere",From drivers nearside,2023-04-15T22:27:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,19,Male,9
Slight,Male,69,66 - 75,On pedestrian crossing facility,From drivers nearside,2023-05-05T12:35:00Z,Daylight,Raining no high winds,Urban,Wet or damp,Road sign or marking defective or obscured,34,Male,3
Serious,Female,8,6 - 10,On footway or verge,Unknown or other,2023-04-06T10:07:00Z,Daylight,Fine no high winds,Urban,Dry,None,78,Male,9
Fatal,Male,15,11 - 15,On pedestrian crossing facility,From drivers nearside,2023-05-13T11:44:00Z,Daylight,Fine no high winds,Urban,Dry,None,35,Male,9
Serious,Female,84,Over 75,Within 50m. of crossing,From drivers nearside,2023-04-09T13:02:00Z,Daylight,Fine no high winds,Urban,Dry,None,50,Not known,9
Serious,Female,20,16 - 20,On pedestrian crossing facility,Unknown or other,2023-05-04T20:45:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,1
Serious,Female,71,66 - 75,On zig-zag exit lines,From drivers nearside,2023-01-20T14:55:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,38,Male,9
Serious,Male,83,Over 75,On pedestrian crossing facility,From drivers nearside,2023-11-22T19:35:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,39,Female,9
Serious,Male,83,Over 75,On pedestrian crossing facility,From drivers nearside,2023-11-22T19:35:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Male,9
Fatal,Male,34,26 - 35,Within 50m. of crossing,From drivers nearside,2023-01-27T05:39:00Z,Darkness - lights unlit,Fine no high winds,Rural,Wet or damp,None,28,Male,9
Serious,Male,50,46 - 55,On pedestrian crossing facility,From drivers nearside,2023-04-25T17:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,25,Male,1
Serious,Male,13,11 - 15,Within 50m. of crossing,From nearside masked by vehicle,2023-11-10T08:10:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,35,Male,8
Serious,Female,13,11 - 15,Within 50m. of crossing,From nearside masked by vehicle,2023-11-10T08:10:00Z,Daylight,Fine no high winds,Urban,Wet or damp,None,35,Male,8
Serious,Female,7,6 - 10,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-03-13T08:42:00Z,Daylight,Raining no high winds,Urban,Wet or damp,None,36,Male,9
Fatal,Female,85,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-10-19T19:45:00Z,Darkness - lighting unknown,Raining no high winds,Rural,Wet or damp,None,-1,Not known,19
Slight,Male,21,21 - 25,Unknown or other,Unknown or other,2023-12-22T21:23:00Z,Darkness - lights lit,Fine high winds,Urban,Dry,None,65,Male,9
Slight,Female,25,21 - 25,Within 50m. of crossing,From drivers nearside,2023-08-04T20:45:00Z,Darkness - lights lit,Unknown,Urban,Dry,None,-1,Not known,9
Serious,Male,30,26 - 35,On footway or verge,Unknown or other,2023-07-16T22:40:00Z,Darkness - lights lit,Other,Urban,Wet or damp,None,44,Male,9
Serious,Male,30,26 - 35,On footway or verge,Unknown or other,2023-07-16T22:40:00Z,Darkness - lights lit,Other,Urban,Wet or damp,None,23,Not known,9
Slight,Male,11,11 - 15,Centre of carriageway without refuge,From offside masked by vehicle,2023-09-14T15:21:00Z,Daylight,Fine no high winds,Urban,Dry,None,27,Female,9
Slight,Male,11,11 - 15,Centre of carriageway without refuge,From offside masked by vehicle,2023-09-14T15:21:00Z,Daylight,Fine no high winds,Urban,Dry,None,27,Female,9
Slight,Male,81,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-10-23T10:52:00Z,Daylight,Fine no high winds,Urban,Dry,None,67,Female,9
Fatal,Female,70,66 - 75,On footway or verge,Unknown or other,2023-08-26T15:28:00Z,Daylight,Fine no high winds,Urban,Dry,None,23,Male,9
Slight,Female,39,36 - 45,Within 50m. of crossing,From drivers offside,2023-01-20T23:10:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,45,Male,9
Serious,Female,12,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-09T08:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,23,Male,9
Fatal,Male,37,36 - 45,"In carriageway, not crossing",Unknown or other,2023-03-11T22:16:00Z,Darkness - lights lit,Snowing no high winds,Urban,Wet or damp,None,45,Female,9
Slight,Female,12,11 - 15,On footway or verge,Unknown or other,2023-05-15T15:35:00Z,Daylight,Fine no high winds,Rural,Dry,None,57,Female,9
Slight,Female,12,11 - 15,On footway or verge,Unknown or other,2023-05-15T15:35:00Z,Daylight,Fine no high winds,Rural,Dry,None,30,Male,9
Slight,Male,10,6 - 10,On footway or verge,Unknown or other,2023-05-15T15:35:00Z,Daylight,Fine no high winds,Rural,Dry,None,57,Female,9
Slight,Male,10,6 - 10,On footway or verge,Unknown or other,2023-05-15T15:35:00Z,Daylight,Fine no high winds,Rural,Dry,None,30,Male,9
Slight,Male,9,6 - 10,On footway or verge,Unknown or other,2023-05-15T15:35:00Z,Daylight,Fine no high winds,Rural,Dry,None,57,Female,9
Slight,Male,9,6 - 10,On footway or verge,Unknown or other,2023-05-15T15:35:00Z,Daylight,Fine no high winds,Rural,Dry,None,30,Male,9
Serious,Female,40,36 - 45,Centre of carriageway without refuge,"In carriageway, stationary",2023-02-01T06:51:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,-1,Not known,9
Fatal,Female,70,66 - 75,On footway or verge,Unknown or other,2023-03-20T15:50:00Z,Daylight,Fine no high winds,Urban,Dry,None,57,Male,10
Fatal,Male,72,66 - 75,On footway or verge,Unknown or other,2023-03-20T15:50:00Z,Daylight,Fine no high winds,Urban,Dry,None,57,Male,10
Slight,Female,73,66 - 75,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-09-23T22:20:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,-1,Not known,8
Fatal,Male,56,56 - 65,"In carriageway, crossing elsewhere",From drivers offside,2023-02-01T17:21:00Z,Darkness - lighting unknown,Fine no high winds,Urban,Dry,None,57,Male,9
Serious,Male,77,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-12-14T18:56:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,NA,21,Male,9
Slight,Female,45,36 - 45,On footway or verge,Unknown or other,2023-10-29T10:31:00Z,Daylight,Fine no high winds,Urban,Dry,None,34,Female,9
Fatal,Female,82,Over 75,"In carriageway, crossing elsewhere",From drivers offside,2023-12-18T16:00:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,NA,56,Male,9
Serious,Female,14,11 - 15,"In carriageway, not crossing",Walking back to traffic,2023-04-04T12:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,58,Female,9
Fatal,Male,55,46 - 55,"In carriageway, not crossing",Walking back to traffic,2023-08-30T07:28:00Z,Daylight,Fine no high winds,Rural,Dry,None,57,Male,11
Slight,Female,16,16 - 20,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-10-09T16:35:00Z,Daylight,Fine no high winds,Urban,Dry,None,47,Male,9
Fatal,Female,15,11 - 15,"In carriageway, crossing elsewhere",From nearside masked by vehicle,2023-03-18T14:50:00Z,Daylight,Fine no high winds,Urban,Dry,None,62,Male,9
Serious,Female,67,66 - 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-02-15T10:29:00Z,Daylight,Fine no high winds,Urban,Dry,None,45,Female,9
Slight,Female,42,36 - 45,Unknown or other,Unknown or other,2023-01-15T20:30:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,None,-1,Not known,9
Fatal,Male,50,46 - 55,"In carriageway, crossing elsewhere",Unknown or other,2023-04-19T16:54:00Z,Daylight,Fine no high winds,Urban,Dry,None,18,Male,9
Slight,Female,12,11 - 15,Centre of carriageway without refuge,From drivers nearside,2023-05-19T16:25:00Z,Daylight,Fine no high winds,Urban,Dry,None,72,Female,9
Slight,Female,39,36 - 45,"In carriageway, crossing elsewhere",Unknown or other,2023-09-04T10:30:00Z,Daylight,Fine no high winds,Rural,Dry,None,49,Female,9
Fatal,Male,63,56 - 65,"In carriageway, crossing elsewhere",From drivers nearside,2023-01-28T16:04:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,None,37,Male,9
Serious,Male,72,66 - 75,Within 50m. of crossing,From drivers nearside,2023-09-05T16:25:00Z,Daylight,Fine no high winds,Urban,Dry,None,56,Male,9
Slight,Female,32,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-11-14T07:45:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Fatal,Male,84,Over 75,Unknown or other,Unknown or other,2023-12-05T12:15:00Z,Daylight,Fine no high winds,Rural,Wet or damp,NA,84,Female,9
Fatal,Male,26,26 - 35,On pedestrian crossing facility,From drivers offside,2023-01-09T20:26:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,31,Male,9
Serious,Male,72,66 - 75,"In carriageway, crossing elsewhere",From drivers offside,2023-04-19T09:35:00Z,Daylight,Fine no high winds,Urban,Dry,None,30,Not known,9
Slight,Male,62,56 - 65,Unknown or other,Unknown or other,2023-12-19T07:30:00Z,Daylight,Fine no high winds,Rural,Wet or damp,None,18,Male,9
Slight,Male,62,56 - 65,Unknown or other,Unknown or other,2023-12-19T07:30:00Z,Daylight,Fine no high winds,Rural,Wet or damp,None,60,Male,19
Serious,Male,54,46 - 55,Within 50m. of crossing,From drivers offside,2023-12-09T23:28:00Z,Darkness - lights lit,Fine no high winds,Urban,Wet or damp,NA,29,Male,11
Serious,Male,77,Over 75,Centre of carriageway without refuge,"In carriageway, stationary",2023-03-15T15:52:00Z,Daylight,Raining no high winds,Urban,Wet or damp,None,70,Male,9
Serious,Male,12,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-05-22T16:05:00Z,Daylight,Fine no high winds,Rural,Dry,None,49,Female,9
Serious,Male,87,Over 75,Within 50m. of crossing,From drivers offside,2023-01-10T17:29:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,Roadworks,58,Male,9
Slight,Female,71,66 - 75,"In carriageway, crossing elsewhere",From drivers offside,2023-08-09T16:42:00Z,Daylight,Fine no high winds,Urban,Dry,None,57,Male,9
Serious,Male,63,56 - 65,"In carriageway, not crossing","In carriageway, stationary",2023-11-27T08:41:00Z,Daylight,Raining no high winds,Rural,Wet or damp,NA,63,Male,9
Fatal,Female,62,56 - 65,"In carriageway, crossing elsewhere",From drivers nearside,2023-06-05T12:24:00Z,Daylight,Fine no high winds,Urban,Dry,None,37,Male,21
Serious,Female,42,36 - 45,Within 50m. of crossing,From drivers nearside,2023-03-07T10:49:00Z,Daylight,Other,Urban,Wet or damp,None,51,Male,9
Slight,Male,41,36 - 45,Centre of carriageway without refuge,Walking facing traffic,2023-12-11T16:33:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,54,Male,9
Slight,Male,70,66 - 75,On pedestrian crossing facility,From drivers nearside,2023-10-20T08:50:00Z,Daylight,Raining high winds,Urban,Wet or damp,None,28,Not known,90
Serious,Male,28,26 - 35,On pedestrian crossing facility,From drivers nearside,2023-12-07T17:10:00Z,Darkness - lights lit,Fine no high winds,Rural,Wet or damp,None,60,Male,9
Fatal,Male,21,21 - 25,"In carriageway, not crossing",Unknown or other,2023-11-23T15:23:00Z,Daylight,Fine no high winds,Rural,Dry,NA,55,Male,21
Slight,Female,31,26 - 35,"In carriageway, crossing elsewhere",From drivers nearside,2023-03-09T18:30:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,-1,Not known,9
Serious,Male,79,Over 75,"In carriageway, crossing elsewhere",From drivers nearside,2023-11-16T15:41:00Z,Daylight,Raining no high winds,Urban,Wet or damp,None,30,Male,19
Slight,Male,24,21 - 25,Centre of carriageway without refuge,From drivers nearside,2023-10-09T18:05:00Z,Darkness - lighting unknown,Fine no high winds,Urban,Dry,None,37,Male,9
Fatal,Male,76,Over 75,On pedestrian crossing facility,From drivers offside,2023-08-09T13:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,63,Male,9
Slight,Female,13,11 - 15,On pedestrian crossing facility,From drivers nearside,2023-04-01T11:45:00Z,Daylight,Fine no high winds,Urban,Dry,None,18,Female,9
Fatal,Male,45,36 - 45,"In carriageway, crossing elsewhere",From drivers offside,2023-04-11T08:39:00Z,Daylight,Fine no high winds,Rural,Dry,None,67,Male,21
Serious,Male,31,26 - 35,"In carriageway, crossing elsewhere",From drivers offside,2023-12-02T22:54:00Z,Darkness - lights lit,Snowing high winds,Urban,Frost or ice,None,-1,Not known,9
Serious,Male,19,16 - 20,Centre of carriageway without refuge,From drivers offside,2023-12-02T22:54:00Z,Darkness - lights lit,Snowing high winds,Urban,Frost or ice,None,-1,Not known,9
Fatal,Female,82,Over 75,On footway or verge,Unknown or other,2023-12-02T11:13:00Z,Daylight,Snowing no high winds,Urban,Snow,None,32,Male,9
Slight,Male,19,16 - 20,On footway or verge,Unknown or other,2023-06-13T11:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,Male,19,16 - 20,On footway or verge,Unknown or other,2023-06-13T11:30:00Z,Daylight,Fine no high winds,Urban,Dry,None,26,Male,19
Slight,Male,-1,NA,Unknown or other,Unknown or other,2023-09-11T16:05:00Z,Daylight,Other,Urban,Dry,None,-1,Female,9
Serious,Male,51,46 - 55,"In carriageway, crossing elsewhere",From drivers nearside,2023-12-27T16:30:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,NA,16,Not known,9
Slight,Female,58,56 - 65,"In carriageway, crossing elsewhere",From drivers nearside,2023-12-22T13:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Male,9
Fatal,Male,63,56 - 65,"In carriageway, not crossing",Unknown or other,2023-11-25T22:23:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,31,Male,9
Serious,Female,24,21 - 25,On pedestrian crossing facility,From drivers offside,2023-07-10T16:32:00Z,Daylight,Fine no high winds,Rural,Dry,None,17,Male,9
Serious,Male,11,11 - 15,"In carriageway, crossing elsewhere",Unknown or other,2023-10-02T07:38:00Z,Daylight,Fine no high winds,Urban,Dry,None,26,Male,9
Fatal,Male,33,26 - 35,Within 50m. of crossing,From drivers offside,2023-12-16T23:45:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,NA,55,Male,9
Fatal,Male,85,Over 75,"In carriageway, crossing elsewhere",Unknown or other,2023-07-19T11:30:00Z,Daylight,Fine no high winds,Rural,Dry,None,49,Male,5
Fatal,Male,19,16 - 20,On footway or verge,Unknown or other,2023-10-15T16:12:00Z,Daylight,Fine no high winds,Urban,Dry,None,21,Male,9
Serious,Female,19,16 - 20,On footway or verge,Unknown or other,2023-10-15T16:12:00Z,Daylight,Fine no high winds,Urban,Dry,None,21,Male,9
Slight,Female,17,16 - 20,On footway or verge,Unknown or other,2023-10-15T16:12:00Z,Daylight,Fine no high winds,Urban,Dry,None,21,Male,9
Serious,Male,22,21 - 25,Unknown or other,Unknown or other,2023-12-01T12:05:00Z,Daylight,Unknown,Urban,Wet or damp,None,-1,Not known,9
Serious,Male,15,11 - 15,"In carriageway, not crossing",Walking back to traffic,2023-01-06T16:53:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,56,Male,21
Serious,Female,13,11 - 15,On footway or verge,Unknown or other,2023-07-11T14:57:00Z,Daylight,Fine no high winds,Rural,Dry,None,-1,Not known,9
Fatal,Male,46,46 - 55,On pedestrian crossing facility,From drivers nearside,2023-11-19T09:05:00Z,Daylight,Raining no high winds,Urban,Wet or damp,None,45,Male,9
Serious,NA,-1,NA,Unknown or other,Unknown or other,2023-09-01T14:00:00Z,Daylight,Fine no high winds,Urban,Dry,NA,53,Not known,9
Serious,Male,-1,NA,Within 50m. of crossing,From drivers nearside,2023-12-27T09:45:00Z,Daylight,Raining high winds,Rural,Dry,None,44,Female,9
Serious,Female,67,66 - 75,"In carriageway, crossing elsewhere",From drivers offside,2023-08-30T10:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,65,Female,9
Fatal,Female,21,21 - 25,On pedestrian crossing facility,From drivers nearside,2023-11-04T16:35:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,24,Male,9
Slight,Male,27,26 - 35,"In carriageway, crossing elsewhere",From drivers offside,2023-10-16T17:40:00Z,Daylight,Fine no high winds,Urban,Dry,None,34,Female,2
Serious,Female,35,26 - 35,Within 50m. of crossing,From nearside masked by vehicle,2023-02-17T12:03:00Z,Daylight,Fine no high winds,Urban,Dry,None,33,Male,9
Slight,Male,39,36 - 45,"In carriageway, crossing elsewhere",Unknown or other,2023-01-14T13:15:00Z,Daylight,Fine no high winds,Urban,Wet or damp,NA,28,Male,9
Serious,Male,14,11 - 15,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,32,Male,11
Serious,Male,14,11 - 15,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,34,Male,19
Serious,Male,14,11 - 15,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,59,Male,20
Serious,Female,41,36 - 45,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,32,Male,11
Serious,Female,41,36 - 45,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,34,Male,19
Serious,Female,41,36 - 45,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,59,Male,20
Serious,Female,13,11 - 15,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,32,Male,11
Serious,Female,13,11 - 15,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,34,Male,19
Serious,Female,13,11 - 15,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,59,Male,20
Fatal,Female,6,6 - 10,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,32,Male,11
Fatal,Female,6,6 - 10,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,34,Male,19
Fatal,Female,6,6 - 10,On footway or verge,Unknown or other,2023-08-15T13:15:00Z,Daylight,Fine no high winds,Rural,Dry,None,59,Male,20
Fatal,Male,19,16 - 20,Unknown or other,Unknown or other,2023-06-02T23:00:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,-1,Not known,99
Fatal,Male,33,26 - 35,"In carriageway, crossing elsewhere",Unknown or other,2023-02-17T05:20:00Z,Darkness - no lighting,Fine no high winds,Rural,Dry,None,22,Male,9
Serious,Male,39,36 - 45,"In carriageway, crossing elsewhere",From drivers nearside,2023-04-25T12:40:00Z,Daylight,Fine no high winds,Urban,Dry,Road surface defective,18,Female,9
Serious,Male,12,11 - 15,"In carriageway, crossing elsewhere",From drivers offside,2023-03-10T15:08:00Z,Daylight,Fine no high winds,Urban,Dry,None,54,Male,9
Fatal,Female,86,Over 75,On refuge or similar,Unknown or other,2023-11-01T11:19:00Z,Daylight,Raining no high winds,Urban,Wet or damp,None,26,Male,11
Fatal,Male,48,46 - 55,"In carriageway, crossing elsewhere",From drivers nearside,2023-10-20T13:20:00Z,Daylight,Fine no high winds,Rural,Dry,None,40,Male,21
Serious,Male,63,56 - 65,"In carriageway, crossing elsewhere",From drivers offside,2023-02-05T21:41:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,36,Male,9
Slight,Female,25,21 - 25,"In carriageway, not crossing","In carriageway, stationary",2023-04-27T15:20:00Z,Daylight,Fine no high winds,Rural,Dry,Roadworks,55,Female,9
Slight,Female,25,21 - 25,"In carriageway, not crossing","In carriageway, stationary",2023-04-27T15:20:00Z,Daylight,Fine no high winds,Rural,Dry,Roadworks,60,Male,9
Slight,Male,30,26 - 35,"In carriageway, crossing elsewhere",Unknown or other,2023-07-05T17:00:00Z,Daylight,Fine no high winds,Urban,Dry,None,31,Male,3
Slight,Male,55,46 - 55,Centre of carriageway without refuge,Walking facing traffic,2023-07-29T16:20:00Z,Daylight,Fine no high winds,Urban,Dry,None,19,Male,9
Fatal,Male,46,46 - 55,"In carriageway, crossing elsewhere",From drivers nearside,2023-02-18T03:15:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,30,Not known,9
Slight,Male,65,56 - 65,"In carriageway, not crossing",Unknown or other,2023-01-16T15:11:00Z,Daylight,Fine no high winds,Urban,Dry,None,70,Female,9
Slight,Male,35,26 - 35,On pedestrian crossing facility,From drivers offside,2023-12-03T16:30:00Z,Darkness - lighting unknown,Raining no high winds,Urban,Wet or damp,None,22,Male,9
Serious,Male,12,11 - 15,"In carriageway, crossing elsewhere",From drivers nearside,2023-04-19T17:15:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Not known,9
Slight,Female,13,11 - 15,"In carriageway, not crossing",Unknown or other,2023-02-24T15:17:00Z,Daylight,Fine no high winds,Urban,Dry,None,30,Male,9
Slight,Female,13,11 - 15,"In carriageway, not crossing",Unknown or other,2023-02-24T15:17:00Z,Daylight,Fine no high winds,Urban,Dry,None,14,Male,97
Slight,Male,13,11 - 15,"In carriageway, not crossing",Unknown or other,2023-02-24T15:17:00Z,Daylight,Fine no high winds,Urban,Dry,None,30,Male,9
Slight,Male,13,11 - 15,"In carriageway, not crossing",Unknown or other,2023-02-24T15:17:00Z,Daylight,Fine no high winds,Urban,Dry,None,14,Male,97
Slight,Female,12,11 - 15,"In carriageway, not crossing",Unknown or other,2023-02-24T15:17:00Z,Daylight,Fine no high winds,Urban,Dry,None,30,Male,9
Slight,Female,12,11 - 15,"In carriageway, not crossing",Unknown or other,2023-02-24T15:17:00Z,Daylight,Fine no high winds,Urban,Dry,None,14,Male,97
Slight,Female,67,66 - 75,On footway or verge,"In carriageway, stationary",2023-04-01T12:25:00Z,Daylight,Raining no high winds,Rural,Wet or damp,None,44,Male,9
Slight,Male,69,66 - 75,On footway or verge,"In carriageway, stationary",2023-04-01T12:25:00Z,Daylight,Raining no high winds,Rural,Wet or damp,None,44,Male,9
Fatal,Male,49,46 - 55,"In carriageway, not crossing",Unknown or other,2023-04-28T03:55:00Z,Darkness - lighting unknown,Raining no high winds,Urban,Wet or damp,None,-1,Not known,-1
Slight,Male,27,26 - 35,"In carriageway, not crossing",Unknown or other,2023-03-25T20:33:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,27,Male,9
Slight,Male,27,26 - 35,"In carriageway, not crossing",Unknown or other,2023-03-25T20:33:00Z,Darkness - lights lit,Fine no high winds,Urban,Dry,None,53,Male,9
Slight,Female,67,66 - 75,On footway or verge,Unknown or other,2023-10-03T10:55:00Z,Daylight,Fine no high winds,Urban,Dry,None,-1,Male,98
Slight,Male,-1,NA,"In carriageway, crossing elsewhere",From drivers nearside,2023-02-09T21:40:00Z,Darkness - lighting unknown,Fine no high winds,Urban,Dry,None,42,Male,8
Slight,Female,34,26 - 35,"In carriageway, crossing elsewhere",From drivers offside,2023-11-12T10:00:00Z,Daylight,Fine no high winds,Urban,Dry,NA,40,Female,9
Serious,Female,47,46 - 55,On pedestrian crossing facility,From drivers offside,2023-11-12T17:40:00Z,Darkness - lights lit,Raining no high winds,Urban,Wet or damp,None,26,Male,3
